uniq,taxonomy,kingdom,phylum
uniq50,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq416,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq566,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq1361,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq1837,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq4781,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq5908,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq6188,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq8742,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq14847,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq23366,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623",Eukaryota,Chordata
uniq2088,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacanthidae_30862,g:Centropyge_109718,s:Centropyge",Eukaryota,Chordata
uniq209,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Amblypomacentrus_646038,s:Amblypomacentrus",Eukaryota,Chordata
uniq18290,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Chromis_80974,s:Chromis",Eukaryota,Chordata
uniq23192,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Chromis_80974,s:Chromis",Eukaryota,Chordata
uniq170,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Chrysiptera_80978,s:Chrysiptera",Eukaryota,Chordata
uniq2791,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Dascyllus_50744,s:Dascyllus",Eukaryota,Chordata
uniq277,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Dischistodus_196129,s:Dischistodus",Eukaryota,Chordata
uniq1236,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Dischistodus_196129,s:Dischistodus",Eukaryota,Chordata
uniq81,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Neopomacentrus_80984,s:Neopomacentrus",Eukaryota,Chordata
uniq4496,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Neopomacentrus_80984,s:Neopomacentrus",Eukaryota,Chordata
uniq40,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq68,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq143,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq142,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq194,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq309,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq499,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq826,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq2956,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq3031,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus",Eukaryota,Chordata
uniq4654,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Siganidae_75382,g:Siganus_75041,s:Siganus",Eukaryota,Chordata
uniq5378,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Sphyraenidae_27769,g:Sphyraena_13691,s:Sphyraena",Eukaryota,Chordata
uniq394,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Acanthurus_12912,s:Acanthurus",Eukaryota,Chordata
uniq3295,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Acanthurus_12912,s:Acanthurus",Eukaryota,Chordata
uniq12522,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Acanthurus_12912,s:Acanthurus",Eukaryota,Chordata
uniq19722,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Acanthurus_12912,s:Acanthurus",Eukaryota,Chordata
uniq384,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Ctenochaetus_75019,s:Ctenochaetus",Eukaryota,Chordata
uniq19407,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Ctenochaetus_75019,s:Ctenochaetus",Eukaryota,Chordata
uniq30,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Zebrasoma_75045,s:Zebrasoma",Eukaryota,Chordata
uniq3280,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Aulopiformes_68510,f:Synodontidae_81390,g:Saurida_143309,s:Saurida",Eukaryota,Chordata
uniq222,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Blenniiformes_1489921,f:Blenniidae_56718,g:Plagiotremus_390369,s:Plagiotremus",Eukaryota,Chordata
uniq3328,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Blenniiformes_1489921,f:Blenniidae_56718,g:Xiphasia_879905,s:Xiphasia",Eukaryota,Chordata
uniq294,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157",Eukaryota,Chordata
uniq77,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Alepes_173326,s:Alepes",Eukaryota,Chordata
uniq592,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Alepes_173326,s:Alepes",Eukaryota,Chordata
uniq273,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Carangoides_179360,s:Carangoides",Eukaryota,Chordata
uniq3654,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Carangoides_179360,s:Carangoides",Eukaryota,Chordata
uniq100,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Decapterus_58219,s:Decapterus",Eukaryota,Chordata
uniq2562,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Decapterus_58219,s:Decapterus",Eukaryota,Chordata
uniq6201,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Gnathanodon_326723,s:Gnathanodon",Eukaryota,Chordata
uniq296,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Megalaspis_232275,s:Megalaspis",Eukaryota,Chordata
uniq488,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Selaroides_173310,s:Selaroides",Eukaryota,Chordata
uniq6038,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Chaetodontiformes_1545895,f:Chaetodontidae_30828,g:Chaetodon_37948,s:Chaetodon",Eukaryota,Chordata
uniq1000,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Amblyeleotris_150257,s:Amblyeleotris",Eukaryota,Chordata
uniq4517,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Amblyeleotris_150257,s:Amblyeleotris",Eukaryota,Chordata
uniq11439,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Amblygobius_166730,s:Amblygobius",Eukaryota,Chordata
uniq17690,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Amblygobius_166730,s:Amblygobius",Eukaryota,Chordata
uniq76,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota",Eukaryota,Chordata
uniq5933,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota",Eukaryota,Chordata
uniq5070,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota",Eukaryota,Chordata
uniq5668,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota",Eukaryota,Chordata
uniq8564,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota",Eukaryota,Chordata
uniq4022,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Favonigobius_248999,s:Favonigobius",Eukaryota,Chordata
uniq8016,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Favonigobius_248999,s:Favonigobius",Eukaryota,Chordata
uniq560,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Fusigobius_151724,s:Fusigobius",Eukaryota,Chordata
uniq2718,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Gnatholepis_151727,s:Gnatholepis",Eukaryota,Chordata
uniq2855,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Gobiodon_150299,s:Gobiodon",Eukaryota,Chordata
uniq1252,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Hazeus_1976951,s:Hazeus",Eukaryota,Chordata
uniq2310,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Oplopomus_622426,s:Oplopomus",Eukaryota,Chordata
uniq3816,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Oplopomus_622426,s:Oplopomus",Eukaryota,Chordata
uniq8453,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Oxyurichthys_493409,s:Oxyurichthys",Eukaryota,Chordata
uniq405,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Ptereleotris_86206,s:Ptereleotris",Eukaryota,Chordata
uniq11296,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Valenciennea_150331,s:Valenciennea",Eukaryota,Chordata
uniq18135,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Valenciennea_150331,s:Valenciennea",Eukaryota,Chordata
uniq2766,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Vanderhorstia_579952,s:Vanderhorstia",Eukaryota,Chordata
uniq18922,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Schindleriidae_30918,g:Schindleria_166781,s:Schindleria",Eukaryota,Chordata
uniq1391,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Holocentriformes_1490028,f:Holocentridae_47697,g:Myripristis_47699,s:Myripristis",Eukaryota,Chordata
uniq17302,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Holocentriformes_1490028,f:Holocentridae_47697,g:Myripristis_47699,s:Myripristis",Eukaryota,Chordata
uniq2773,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881",Eukaryota,Chordata
uniq9323,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Apogon_83882,s:Apogon",Eukaryota,Chordata
uniq8654,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Fowleria_316377,s:Fowleria",Eukaryota,Chordata
uniq1049,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Jaydia_1604641,s:Jaydia",Eukaryota,Chordata
uniq4684,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Jaydia_1604641,s:Jaydia",Eukaryota,Chordata
uniq810,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Pristiapogon_638292,s:Pristiapogon",Eukaryota,Chordata
uniq186,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Pristicon_638293,s:Pristicon",Eukaryota,Chordata
uniq9590,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Rhabdamia_587068,s:Rhabdamia",Eukaryota,Chordata
uniq17860,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Rhabdamia_587068,s:Rhabdamia",Eukaryota,Chordata
uniq20452,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Rhabdamia_587068,s:Rhabdamia",Eukaryota,Chordata
uniq916,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Siphamia_397597,s:Siphamia",Eukaryota,Chordata
uniq1067,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Siphamia_397597,s:Siphamia",Eukaryota,Chordata
uniq1054,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Zoramia_475177,s:Zoramia",Eukaryota,Chordata
uniq23472,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247",Eukaryota,Chordata
uniq18776,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Bolbometopon_188109,s:Bolbometopon",Eukaryota,Chordata
uniq889,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Cheilinus_202584,s:Cheilinus",Eukaryota,Chordata
uniq4701,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Cheilinus_202584,s:Cheilinus",Eukaryota,Chordata
uniq5127,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Cheilinus_202584,s:Cheilinus",Eukaryota,Chordata
uniq153,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Chlorurus_126670,s:Chlorurus",Eukaryota,Chordata
uniq12236,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Halichoeres_51788,s:Halichoeres",Eukaryota,Chordata
uniq10,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Hipposcarus_188113,s:Hipposcarus",Eukaryota,Chordata
uniq637,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Novaculichthys_241322,s:Novaculichthys",Eukaryota,Chordata
uniq316,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Oxycheilinus_241326,s:Oxycheilinus",Eukaryota,Chordata
uniq3545,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Pteragogus_202595,s:Pteragogus",Eukaryota,Chordata
uniq32,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus",Eukaryota,Chordata
uniq59,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus",Eukaryota,Chordata
uniq1299,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus",Eukaryota,Chordata
uniq1130,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus",Eukaryota,Chordata
uniq1465,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus",Eukaryota,Chordata
uniq4030,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus",Eukaryota,Chordata
uniq6796,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Stethojulis_241347,s:Stethojulis",Eukaryota,Chordata
uniq593,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Haemulidae_30840,g:Plectorhinchus_349641,s:Plectorhinchus",Eukaryota,Chordata
uniq2748,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Lutjanidae_30850,g:Caesio_119693,s:Caesio",Eukaryota,Chordata
uniq559,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Lutjanidae_30850,g:Lutjanus_40493,s:Lutjanus",Eukaryota,Chordata
uniq2874,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Lutjanidae_30850,g:Pterocaesio_181465,s:Pterocaesio",Eukaryota,Chordata
uniq62,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Lutjanidae_30850,g:Symphorichthys_396795,s:Symphorichthys",Eukaryota,Chordata
uniq7889,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Perciformes_8111,f:Scorpaenidae_8108,g:Scorpaenopsis_163119,s:Scorpaenopsis",Eukaryota,Chordata
uniq34,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Perciformes_8111,f:Serranidae_30871,g:Epinephelus_94231,s:Epinephelus",Eukaryota,Chordata
uniq214,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Perciformes_8111,f:Serranidae_30871,g:Plectropomus_134629,s:Plectropomus",Eukaryota,Chordata
uniq1648,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Pleuronectiformes_8252,f:Bothidae_8253,g:Grammatobothus_1156761,s:Grammatobothus",Eukaryota,Chordata
uniq2415,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Pleuronectiformes_8252,f:Cynoglossidae_30947,g:Cynoglossus_106173,s:Cynoglossus",Eukaryota,Chordata
uniq303,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Priacanthiformes_2024536,f:Priacanthidae_30865,g:Priacanthus_270571,s:Priacanthus",Eukaryota,Chordata
uniq91,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Scombriformes_1489894,f:Scombridae_8224,g:Euthynnus_8225,s:Euthynnus",Eukaryota,Chordata
uniq1221,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Scombriformes_1489894,f:Scombridae_8224,g:Rastrelliger_70445,s:Rastrelliger",Eukaryota,Chordata
uniq110,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Scombriformes_1489894,f:Scombridae_8224,g:Thunnus_8234,s:Thunnus",Eukaryota,Chordata
uniq409,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus",Eukaryota,Chordata
uniq1912,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus",Eukaryota,Chordata
uniq2317,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus",Eukaryota,Chordata
uniq21332,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus",Eukaryota,Chordata
uniq24625,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus",Eukaryota,Chordata
uniq93,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Nemipterus_119724,s:Nemipterus",Eukaryota,Chordata
uniq276,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Nemipterus_119724,s:Nemipterus",Eukaryota,Chordata
uniq1385,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Nemipterus_119724,s:Nemipterus",Eukaryota,Chordata
uniq17491,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Pentapodus_390361,s:Pentapodus",Eukaryota,Chordata
uniq13,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Scolopsis_119745,s:Scolopsis",Eukaryota,Chordata
uniq86,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Scolopsis_119745,s:Scolopsis",Eukaryota,Chordata
uniq1193,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Scolopsis_119745,s:Scolopsis",Eukaryota,Chordata
uniq2480,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Callionymidae_30908,g:Diplogrammus_1003947,s:Diplogrammus",Eukaryota,Chordata
uniq16250,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Centriscidae_206122,g:Centriscus_588784,s:Centriscus",Eukaryota,Chordata
uniq645,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Parupeneus_334899,s:Parupeneus",Eukaryota,Chordata
uniq11825,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Parupeneus_334899,s:Parupeneus",Eukaryota,Chordata
uniq418,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Upeneus_115430,s:Upeneus",Eukaryota,Chordata
uniq2753,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Upeneus_115430,s:Upeneus",Eukaryota,Chordata
uniq10222,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Upeneus_115430,s:Upeneus",Eukaryota,Chordata
uniq11033,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Upeneus_115430,s:Upeneus",Eukaryota,Chordata
uniq7448,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Balistidae_31024,g:Rhinecanthus_245704,s:Rhinecanthus",Eukaryota,Chordata
uniq274,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Monacanthidae_143346,g:Paramonacanthus_392922,s:Paramonacanthus",Eukaryota,Chordata
uniq7639,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Monacanthidae_143346,g:Paramonacanthus_392922,s:Paramonacanthus",Eukaryota,Chordata
uniq4498,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Monacanthidae_143346,g:Pervagor_392924,s:Pervagor",Eukaryota,Chordata
uniq946,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Ostraciidae_31025,g:Ostracion_94238,s:Ostracion",Eukaryota,Chordata
