otuID,kingdom,phylum,class
uniq15918,Eukaryota,Annelida,Polychaeta
uniq837,Eukaryota,Annelida,Polychaeta
uniq1440,Eukaryota,Annelida,Polychaeta
uniq4963,Eukaryota,Annelida,Polychaeta
uniq6976,Eukaryota,Annelida,Polychaeta
uniq33842,Eukaryota,Annelida,Polychaeta
uniq3906,Eukaryota,Annelida,Polychaeta
uniq8446,Eukaryota,Annelida,Polychaeta
uniq5405,Eukaryota,Annelida,Polychaeta
uniq17257,Eukaryota,Annelida,Polychaeta
uniq17368,Eukaryota,Annelida,Polychaeta
uniq23134,Eukaryota,Annelida,Polychaeta
uniq26846,Eukaryota,Annelida,Polychaeta
uniq1619,Eukaryota,Annelida,Polychaeta
uniq4982,Eukaryota,Annelida,Polychaeta
uniq1148,Eukaryota,Annelida,Polychaeta
uniq30424,Eukaryota,Annelida,Polychaeta
uniq45096,Eukaryota,Annelida,Polychaeta
uniq33801,Eukaryota,Annelida,Polychaeta
uniq994,Eukaryota,Annelida,Polychaeta
uniq35913,Eukaryota,Annelida,Polychaeta
uniq289,Eukaryota,Annelida,Polychaeta
uniq14817,Eukaryota,Annelida,Polychaeta
uniq29350,Eukaryota,Annelida,Polychaeta
uniq3729,Eukaryota,Annelida,Polychaeta
uniq24847,Eukaryota,Annelida,Polychaeta
uniq5978,Eukaryota,Annelida,Polychaeta
uniq15985,Eukaryota,Annelida,Polychaeta
uniq13071,Eukaryota,Annelida,Polychaeta
uniq131,Eukaryota,Annelida,Polychaeta
uniq119,Eukaryota,Annelida,Polychaeta
uniq2746,Eukaryota,Annelida,Polychaeta
uniq7536,Eukaryota,Annelida,Polychaeta
uniq6785,Eukaryota,Annelida,Polychaeta
uniq5158,Eukaryota,Annelida,Polychaeta
uniq6223,Eukaryota,Annelida,Polychaeta
uniq8281,Eukaryota,Annelida,Polychaeta
uniq9557,Eukaryota,Annelida,Polychaeta
uniq16688,Eukaryota,Annelida,Polychaeta
uniq37405,Eukaryota,Annelida,Polychaeta
uniq41022,Eukaryota,Annelida,Polychaeta
uniq43635,Eukaryota,Annelida,Polychaeta
uniq47611,Eukaryota,Annelida,Polychaeta
uniq2046,Eukaryota,Annelida,Polychaeta
uniq11825,Eukaryota,Annelida,Polychaeta
uniq24142,Eukaryota,Annelida,Polychaeta
uniq4599,Eukaryota,Annelida,Polychaeta
uniq33344,Eukaryota,Annelida,Polychaeta
uniq2365,Eukaryota,Annelida,Polychaeta
uniq2059,Eukaryota,Annelida,Polychaeta
uniq3493,Eukaryota,Annelida,Polychaeta
uniq8209,Eukaryota,Annelida,Polychaeta
uniq43,Eukaryota,Annelida,Annelida
uniq10053,Eukaryota,Arthropoda,Arthropoda
uniq14874,Eukaryota,Arthropoda,Arthropoda
uniq1688,Eukaryota,Arthropoda,Arthropoda
uniq21057,Eukaryota,Arthropoda,Arthropoda
uniq34077,Eukaryota,Arthropoda,Arthropoda
uniq828,Eukaryota,Arthropoda,Arthropoda
uniq10,Eukaryota,Arthropoda,Arthropoda
uniq8,Eukaryota,Arthropoda,Arthropoda
uniq60,Eukaryota,Arthropoda,Arthropoda
uniq85,Eukaryota,Arthropoda,Arthropoda
uniq111,Eukaryota,Arthropoda,Arthropoda
uniq195,Eukaryota,Arthropoda,Arthropoda
uniq333,Eukaryota,Arthropoda,Arthropoda
uniq282,Eukaryota,Arthropoda,Arthropoda
uniq398,Eukaryota,Arthropoda,Arthropoda
uniq363,Eukaryota,Arthropoda,Arthropoda
uniq751,Eukaryota,Arthropoda,Arthropoda
uniq430,Eukaryota,Arthropoda,Arthropoda
uniq440,Eukaryota,Arthropoda,Arthropoda
uniq444,Eukaryota,Arthropoda,Arthropoda
uniq498,Eukaryota,Arthropoda,Arthropoda
uniq506,Eukaryota,Arthropoda,Arthropoda
uniq1327,Eukaryota,Arthropoda,Arthropoda
uniq611,Eukaryota,Arthropoda,Arthropoda
uniq750,Eukaryota,Arthropoda,Arthropoda
uniq649,Eukaryota,Arthropoda,Arthropoda
uniq1274,Eukaryota,Arthropoda,Arthropoda
uniq925,Eukaryota,Arthropoda,Arthropoda
uniq1234,Eukaryota,Arthropoda,Arthropoda
uniq1038,Eukaryota,Arthropoda,Arthropoda
uniq1064,Eukaryota,Arthropoda,Arthropoda
uniq1093,Eukaryota,Arthropoda,Arthropoda
uniq1120,Eukaryota,Arthropoda,Arthropoda
uniq1690,Eukaryota,Arthropoda,Arthropoda
uniq1184,Eukaryota,Arthropoda,Arthropoda
uniq1260,Eukaryota,Arthropoda,Arthropoda
uniq2773,Eukaryota,Arthropoda,Arthropoda
uniq1725,Eukaryota,Arthropoda,Arthropoda
uniq2011,Eukaryota,Arthropoda,Arthropoda
uniq2288,Eukaryota,Arthropoda,Arthropoda
uniq3517,Eukaryota,Arthropoda,Arthropoda
uniq2604,Eukaryota,Arthropoda,Arthropoda
uniq3029,Eukaryota,Arthropoda,Arthropoda
uniq2656,Eukaryota,Arthropoda,Arthropoda
uniq6176,Eukaryota,Arthropoda,Arthropoda
uniq3025,Eukaryota,Arthropoda,Arthropoda
uniq6485,Eukaryota,Arthropoda,Arthropoda
uniq3239,Eukaryota,Arthropoda,Arthropoda
uniq3320,Eukaryota,Arthropoda,Arthropoda
uniq3486,Eukaryota,Arthropoda,Arthropoda
uniq3498,Eukaryota,Arthropoda,Arthropoda
uniq4432,Eukaryota,Arthropoda,Arthropoda
uniq3721,Eukaryota,Arthropoda,Arthropoda
uniq3736,Eukaryota,Arthropoda,Arthropoda
uniq3744,Eukaryota,Arthropoda,Arthropoda
uniq5320,Eukaryota,Arthropoda,Arthropoda
uniq3982,Eukaryota,Arthropoda,Arthropoda
uniq3986,Eukaryota,Arthropoda,Arthropoda
uniq4047,Eukaryota,Arthropoda,Arthropoda
uniq4049,Eukaryota,Arthropoda,Arthropoda
uniq4494,Eukaryota,Arthropoda,Arthropoda
uniq4501,Eukaryota,Arthropoda,Arthropoda
uniq6369,Eukaryota,Arthropoda,Arthropoda
uniq4809,Eukaryota,Arthropoda,Arthropoda
uniq4834,Eukaryota,Arthropoda,Arthropoda
uniq4983,Eukaryota,Arthropoda,Arthropoda
uniq5856,Eukaryota,Arthropoda,Arthropoda
uniq5177,Eukaryota,Arthropoda,Arthropoda
uniq5281,Eukaryota,Arthropoda,Arthropoda
uniq5544,Eukaryota,Arthropoda,Arthropoda
uniq5558,Eukaryota,Arthropoda,Arthropoda
uniq5626,Eukaryota,Arthropoda,Arthropoda
uniq5670,Eukaryota,Arthropoda,Arthropoda
uniq12057,Eukaryota,Arthropoda,Arthropoda
uniq5806,Eukaryota,Arthropoda,Arthropoda
uniq9536,Eukaryota,Arthropoda,Arthropoda
uniq6225,Eukaryota,Arthropoda,Arthropoda
uniq6374,Eukaryota,Arthropoda,Arthropoda
uniq6393,Eukaryota,Arthropoda,Arthropoda
uniq13397,Eukaryota,Arthropoda,Arthropoda
uniq6539,Eukaryota,Arthropoda,Arthropoda
uniq6698,Eukaryota,Arthropoda,Arthropoda
uniq6773,Eukaryota,Arthropoda,Arthropoda
uniq6819,Eukaryota,Arthropoda,Arthropoda
uniq7026,Eukaryota,Arthropoda,Arthropoda
uniq7136,Eukaryota,Arthropoda,Arthropoda
uniq7139,Eukaryota,Arthropoda,Arthropoda
uniq7238,Eukaryota,Arthropoda,Arthropoda
uniq14689,Eukaryota,Arthropoda,Arthropoda
uniq7573,Eukaryota,Arthropoda,Arthropoda
uniq7646,Eukaryota,Arthropoda,Arthropoda
uniq7721,Eukaryota,Arthropoda,Arthropoda
uniq7909,Eukaryota,Arthropoda,Arthropoda
uniq14899,Eukaryota,Arthropoda,Arthropoda
uniq8253,Eukaryota,Arthropoda,Arthropoda
uniq8619,Eukaryota,Arthropoda,Arthropoda
uniq8885,Eukaryota,Arthropoda,Arthropoda
uniq8927,Eukaryota,Arthropoda,Arthropoda
uniq13431,Eukaryota,Arthropoda,Arthropoda
uniq9329,Eukaryota,Arthropoda,Arthropoda
uniq16020,Eukaryota,Arthropoda,Arthropoda
uniq9514,Eukaryota,Arthropoda,Arthropoda
uniq9916,Eukaryota,Arthropoda,Arthropoda
uniq10082,Eukaryota,Arthropoda,Arthropoda
uniq10240,Eukaryota,Arthropoda,Arthropoda
uniq10278,Eukaryota,Arthropoda,Arthropoda
uniq9952,Eukaryota,Arthropoda,Arthropoda
uniq10797,Eukaryota,Arthropoda,Arthropoda
uniq10841,Eukaryota,Arthropoda,Arthropoda
uniq14535,Eukaryota,Arthropoda,Arthropoda
uniq12882,Eukaryota,Arthropoda,Arthropoda
uniq17243,Eukaryota,Arthropoda,Arthropoda
uniq11106,Eukaryota,Arthropoda,Arthropoda
uniq11161,Eukaryota,Arthropoda,Arthropoda
uniq11332,Eukaryota,Arthropoda,Arthropoda
uniq11516,Eukaryota,Arthropoda,Arthropoda
uniq11778,Eukaryota,Arthropoda,Arthropoda
uniq12573,Eukaryota,Arthropoda,Arthropoda
uniq12638,Eukaryota,Arthropoda,Arthropoda
uniq16528,Eukaryota,Arthropoda,Arthropoda
uniq12824,Eukaryota,Arthropoda,Arthropoda
uniq12864,Eukaryota,Arthropoda,Arthropoda
uniq13526,Eukaryota,Arthropoda,Arthropoda
uniq13643,Eukaryota,Arthropoda,Arthropoda
uniq13673,Eukaryota,Arthropoda,Arthropoda
uniq13712,Eukaryota,Arthropoda,Arthropoda
uniq13956,Eukaryota,Arthropoda,Arthropoda
uniq14410,Eukaryota,Arthropoda,Arthropoda
uniq19435,Eukaryota,Arthropoda,Arthropoda
uniq15011,Eukaryota,Arthropoda,Arthropoda
uniq15411,Eukaryota,Arthropoda,Arthropoda
uniq15423,Eukaryota,Arthropoda,Arthropoda
uniq15602,Eukaryota,Arthropoda,Arthropoda
uniq15708,Eukaryota,Arthropoda,Arthropoda
uniq15792,Eukaryota,Arthropoda,Arthropoda
uniq16478,Eukaryota,Arthropoda,Arthropoda
uniq16487,Eukaryota,Arthropoda,Arthropoda
uniq16584,Eukaryota,Arthropoda,Arthropoda
uniq16659,Eukaryota,Arthropoda,Arthropoda
uniq17265,Eukaryota,Arthropoda,Arthropoda
uniq17283,Eukaryota,Arthropoda,Arthropoda
uniq17541,Eukaryota,Arthropoda,Arthropoda
uniq17657,Eukaryota,Arthropoda,Arthropoda
uniq25122,Eukaryota,Arthropoda,Arthropoda
uniq26485,Eukaryota,Arthropoda,Arthropoda
uniq26632,Eukaryota,Arthropoda,Arthropoda
uniq17953,Eukaryota,Arthropoda,Arthropoda
uniq18005,Eukaryota,Arthropoda,Arthropoda
uniq18435,Eukaryota,Arthropoda,Arthropoda
uniq18575,Eukaryota,Arthropoda,Arthropoda
uniq18719,Eukaryota,Arthropoda,Arthropoda
uniq18908,Eukaryota,Arthropoda,Arthropoda
uniq19134,Eukaryota,Arthropoda,Arthropoda
uniq27619,Eukaryota,Arthropoda,Arthropoda
uniq19510,Eukaryota,Arthropoda,Arthropoda
uniq19647,Eukaryota,Arthropoda,Arthropoda
uniq19799,Eukaryota,Arthropoda,Arthropoda
uniq19833,Eukaryota,Arthropoda,Arthropoda
uniq20059,Eukaryota,Arthropoda,Arthropoda
uniq20260,Eukaryota,Arthropoda,Arthropoda
uniq20449,Eukaryota,Arthropoda,Arthropoda
uniq20695,Eukaryota,Arthropoda,Arthropoda
uniq20996,Eukaryota,Arthropoda,Arthropoda
uniq34709,Eukaryota,Arthropoda,Arthropoda
uniq34904,Eukaryota,Arthropoda,Arthropoda
uniq21410,Eukaryota,Arthropoda,Arthropoda
uniq21432,Eukaryota,Arthropoda,Arthropoda
uniq21989,Eukaryota,Arthropoda,Arthropoda
uniq22043,Eukaryota,Arthropoda,Arthropoda
uniq22149,Eukaryota,Arthropoda,Arthropoda
uniq22258,Eukaryota,Arthropoda,Arthropoda
uniq22375,Eukaryota,Arthropoda,Arthropoda
uniq22511,Eukaryota,Arthropoda,Arthropoda
uniq22581,Eukaryota,Arthropoda,Arthropoda
uniq22583,Eukaryota,Arthropoda,Arthropoda
uniq22886,Eukaryota,Arthropoda,Arthropoda
uniq22905,Eukaryota,Arthropoda,Arthropoda
uniq23322,Eukaryota,Arthropoda,Arthropoda
uniq40550,Eukaryota,Arthropoda,Arthropoda
uniq23694,Eukaryota,Arthropoda,Arthropoda
uniq24596,Eukaryota,Arthropoda,Arthropoda
uniq24595,Eukaryota,Arthropoda,Arthropoda
uniq24825,Eukaryota,Arthropoda,Arthropoda
uniq25295,Eukaryota,Arthropoda,Arthropoda
uniq25491,Eukaryota,Arthropoda,Arthropoda
uniq25533,Eukaryota,Arthropoda,Arthropoda
uniq25669,Eukaryota,Arthropoda,Arthropoda
uniq25849,Eukaryota,Arthropoda,Arthropoda
uniq26058,Eukaryota,Arthropoda,Arthropoda
uniq26131,Eukaryota,Arthropoda,Arthropoda
uniq26353,Eukaryota,Arthropoda,Arthropoda
uniq27304,Eukaryota,Arthropoda,Arthropoda
uniq27436,Eukaryota,Arthropoda,Arthropoda
uniq27983,Eukaryota,Arthropoda,Arthropoda
uniq28195,Eukaryota,Arthropoda,Arthropoda
uniq29111,Eukaryota,Arthropoda,Arthropoda
uniq29516,Eukaryota,Arthropoda,Arthropoda
uniq29662,Eukaryota,Arthropoda,Arthropoda
uniq30143,Eukaryota,Arthropoda,Arthropoda
uniq30282,Eukaryota,Arthropoda,Arthropoda
uniq30473,Eukaryota,Arthropoda,Arthropoda
uniq30684,Eukaryota,Arthropoda,Arthropoda
uniq31022,Eukaryota,Arthropoda,Arthropoda
uniq31416,Eukaryota,Arthropoda,Arthropoda
uniq31446,Eukaryota,Arthropoda,Arthropoda
uniq32066,Eukaryota,Arthropoda,Arthropoda
uniq32386,Eukaryota,Arthropoda,Arthropoda
uniq32704,Eukaryota,Arthropoda,Arthropoda
uniq32744,Eukaryota,Arthropoda,Arthropoda
uniq32807,Eukaryota,Arthropoda,Arthropoda
uniq32987,Eukaryota,Arthropoda,Arthropoda
uniq33068,Eukaryota,Arthropoda,Arthropoda
uniq33163,Eukaryota,Arthropoda,Arthropoda
uniq33741,Eukaryota,Arthropoda,Arthropoda
uniq33822,Eukaryota,Arthropoda,Arthropoda
uniq34122,Eukaryota,Arthropoda,Arthropoda
uniq34148,Eukaryota,Arthropoda,Arthropoda
uniq34466,Eukaryota,Arthropoda,Arthropoda
uniq34567,Eukaryota,Arthropoda,Arthropoda
uniq34837,Eukaryota,Arthropoda,Arthropoda
uniq34896,Eukaryota,Arthropoda,Arthropoda
uniq35058,Eukaryota,Arthropoda,Arthropoda
uniq35484,Eukaryota,Arthropoda,Arthropoda
uniq35801,Eukaryota,Arthropoda,Arthropoda
uniq35822,Eukaryota,Arthropoda,Arthropoda
uniq36115,Eukaryota,Arthropoda,Arthropoda
uniq36288,Eukaryota,Arthropoda,Arthropoda
uniq36974,Eukaryota,Arthropoda,Arthropoda
uniq37529,Eukaryota,Arthropoda,Arthropoda
uniq37895,Eukaryota,Arthropoda,Arthropoda
uniq37967,Eukaryota,Arthropoda,Arthropoda
uniq37977,Eukaryota,Arthropoda,Arthropoda
uniq38007,Eukaryota,Arthropoda,Arthropoda
uniq38010,Eukaryota,Arthropoda,Arthropoda
uniq38134,Eukaryota,Arthropoda,Arthropoda
uniq38139,Eukaryota,Arthropoda,Arthropoda
uniq38256,Eukaryota,Arthropoda,Arthropoda
uniq38396,Eukaryota,Arthropoda,Arthropoda
uniq38530,Eukaryota,Arthropoda,Arthropoda
uniq38544,Eukaryota,Arthropoda,Arthropoda
uniq38670,Eukaryota,Arthropoda,Arthropoda
uniq38848,Eukaryota,Arthropoda,Arthropoda
uniq39036,Eukaryota,Arthropoda,Arthropoda
uniq39114,Eukaryota,Arthropoda,Arthropoda
uniq39317,Eukaryota,Arthropoda,Arthropoda
uniq39334,Eukaryota,Arthropoda,Arthropoda
uniq39400,Eukaryota,Arthropoda,Arthropoda
uniq39431,Eukaryota,Arthropoda,Arthropoda
uniq39540,Eukaryota,Arthropoda,Arthropoda
uniq39682,Eukaryota,Arthropoda,Arthropoda
uniq40244,Eukaryota,Arthropoda,Arthropoda
uniq40337,Eukaryota,Arthropoda,Arthropoda
uniq40499,Eukaryota,Arthropoda,Arthropoda
uniq40733,Eukaryota,Arthropoda,Arthropoda
uniq40758,Eukaryota,Arthropoda,Arthropoda
uniq41100,Eukaryota,Arthropoda,Arthropoda
uniq41439,Eukaryota,Arthropoda,Arthropoda
uniq41564,Eukaryota,Arthropoda,Arthropoda
uniq41610,Eukaryota,Arthropoda,Arthropoda
uniq42318,Eukaryota,Arthropoda,Arthropoda
uniq42349,Eukaryota,Arthropoda,Arthropoda
uniq42487,Eukaryota,Arthropoda,Arthropoda
uniq42552,Eukaryota,Arthropoda,Arthropoda
uniq42865,Eukaryota,Arthropoda,Arthropoda
uniq43016,Eukaryota,Arthropoda,Arthropoda
uniq43110,Eukaryota,Arthropoda,Arthropoda
uniq43109,Eukaryota,Arthropoda,Arthropoda
uniq43183,Eukaryota,Arthropoda,Arthropoda
uniq43654,Eukaryota,Arthropoda,Arthropoda
uniq43839,Eukaryota,Arthropoda,Arthropoda
uniq44148,Eukaryota,Arthropoda,Arthropoda
uniq44336,Eukaryota,Arthropoda,Arthropoda
uniq44719,Eukaryota,Arthropoda,Arthropoda
uniq45689,Eukaryota,Arthropoda,Arthropoda
uniq46067,Eukaryota,Arthropoda,Arthropoda
uniq46133,Eukaryota,Arthropoda,Arthropoda
uniq46335,Eukaryota,Arthropoda,Arthropoda
uniq46369,Eukaryota,Arthropoda,Arthropoda
uniq46658,Eukaryota,Arthropoda,Arthropoda
uniq46779,Eukaryota,Arthropoda,Arthropoda
uniq46978,Eukaryota,Arthropoda,Arthropoda
uniq47018,Eukaryota,Arthropoda,Arthropoda
uniq47187,Eukaryota,Arthropoda,Arthropoda
uniq47183,Eukaryota,Arthropoda,Arthropoda
uniq47251,Eukaryota,Arthropoda,Arthropoda
uniq47353,Eukaryota,Arthropoda,Arthropoda
uniq47632,Eukaryota,Arthropoda,Arthropoda
uniq47783,Eukaryota,Arthropoda,Arthropoda
uniq47886,Eukaryota,Arthropoda,Arthropoda
uniq48216,Eukaryota,Arthropoda,Arthropoda
uniq48287,Eukaryota,Arthropoda,Arthropoda
uniq48457,Eukaryota,Arthropoda,Arthropoda
uniq48505,Eukaryota,Arthropoda,Arthropoda
uniq48788,Eukaryota,Arthropoda,Arthropoda
uniq48863,Eukaryota,Arthropoda,Arthropoda
uniq48942,Eukaryota,Arthropoda,Arthropoda
uniq49115,Eukaryota,Arthropoda,Arthropoda
uniq49196,Eukaryota,Arthropoda,Arthropoda
uniq49471,Eukaryota,Arthropoda,Arthropoda
uniq50609,Eukaryota,Arthropoda,Arthropoda
uniq50699,Eukaryota,Arthropoda,Arthropoda
uniq51141,Eukaryota,Arthropoda,Arthropoda
uniq51269,Eukaryota,Arthropoda,Arthropoda
uniq51871,Eukaryota,Arthropoda,Arthropoda
uniq51924,Eukaryota,Arthropoda,Arthropoda
uniq52038,Eukaryota,Arthropoda,Arthropoda
uniq3072,Eukaryota,Arthropoda,Branchiopoda
uniq8715,Eukaryota,Arthropoda,Branchiopoda
uniq16681,Eukaryota,Arthropoda,Branchiopoda
uniq4197,Eukaryota,Arthropoda,Branchiopoda
uniq35,Eukaryota,Arthropoda,Hexanauplia
uniq13593,Eukaryota,Arthropoda,Hexanauplia
uniq1903,Eukaryota,Arthropoda,Hexanauplia
uniq8616,Eukaryota,Arthropoda,Hexanauplia
uniq20662,Eukaryota,Arthropoda,Hexanauplia
uniq22791,Eukaryota,Arthropoda,Hexanauplia
uniq22852,Eukaryota,Arthropoda,Hexanauplia
uniq172,Eukaryota,Arthropoda,Hexanauplia
uniq788,Eukaryota,Arthropoda,Hexanauplia
uniq2315,Eukaryota,Arthropoda,Hexanauplia
uniq1632,Eukaryota,Arthropoda,Hexanauplia
uniq2986,Eukaryota,Arthropoda,Hexanauplia
uniq16120,Eukaryota,Arthropoda,Hexanauplia
uniq19026,Eukaryota,Arthropoda,Hexanauplia
uniq42962,Eukaryota,Arthropoda,Hexanauplia
uniq49208,Eukaryota,Arthropoda,Hexanauplia
uniq258,Eukaryota,Arthropoda,Hexanauplia
uniq4568,Eukaryota,Arthropoda,Hexanauplia
uniq14551,Eukaryota,Arthropoda,Hexanauplia
uniq15112,Eukaryota,Arthropoda,Hexanauplia
uniq113,Eukaryota,Arthropoda,Hexanauplia
uniq3990,Eukaryota,Arthropoda,Hexanauplia
uniq4099,Eukaryota,Arthropoda,Hexanauplia
uniq19257,Eukaryota,Arthropoda,Hexanauplia
uniq13394,Eukaryota,Arthropoda,Hexanauplia
uniq212,Eukaryota,Arthropoda,Hexanauplia
uniq849,Eukaryota,Arthropoda,Hexanauplia
uniq1823,Eukaryota,Arthropoda,Hexanauplia
uniq15735,Eukaryota,Arthropoda,Hexanauplia
uniq18585,Eukaryota,Arthropoda,Hexanauplia
uniq34060,Eukaryota,Arthropoda,Hexanauplia
uniq37562,Eukaryota,Arthropoda,Hexanauplia
uniq46440,Eukaryota,Arthropoda,Hexanauplia
uniq4765,Eukaryota,Arthropoda,Hexanauplia
uniq6581,Eukaryota,Arthropoda,Hexanauplia
uniq7671,Eukaryota,Arthropoda,Hexanauplia
uniq12940,Eukaryota,Arthropoda,Hexanauplia
uniq13658,Eukaryota,Arthropoda,Hexanauplia
uniq15965,Eukaryota,Arthropoda,Hexanauplia
uniq22401,Eukaryota,Arthropoda,Hexanauplia
uniq22908,Eukaryota,Arthropoda,Hexanauplia
uniq23123,Eukaryota,Arthropoda,Hexanauplia
uniq23263,Eukaryota,Arthropoda,Hexanauplia
uniq24814,Eukaryota,Arthropoda,Hexanauplia
uniq32593,Eukaryota,Arthropoda,Hexanauplia
uniq32713,Eukaryota,Arthropoda,Hexanauplia
uniq34081,Eukaryota,Arthropoda,Hexanauplia
uniq38005,Eukaryota,Arthropoda,Hexanauplia
uniq40591,Eukaryota,Arthropoda,Hexanauplia
uniq40616,Eukaryota,Arthropoda,Hexanauplia
uniq40856,Eukaryota,Arthropoda,Hexanauplia
uniq42561,Eukaryota,Arthropoda,Hexanauplia
uniq43730,Eukaryota,Arthropoda,Hexanauplia
uniq44431,Eukaryota,Arthropoda,Hexanauplia
uniq45357,Eukaryota,Arthropoda,Hexanauplia
uniq47349,Eukaryota,Arthropoda,Hexanauplia
uniq49249,Eukaryota,Arthropoda,Hexanauplia
uniq51000,Eukaryota,Arthropoda,Hexanauplia
uniq51425,Eukaryota,Arthropoda,Hexanauplia
uniq397,Eukaryota,Arthropoda,Hexanauplia
uniq970,Eukaryota,Arthropoda,Hexanauplia
uniq2029,Eukaryota,Arthropoda,Hexanauplia
uniq7111,Eukaryota,Arthropoda,Hexanauplia
uniq8427,Eukaryota,Arthropoda,Hexanauplia
uniq95,Eukaryota,Arthropoda,Hexanauplia
uniq407,Eukaryota,Arthropoda,Hexanauplia
uniq735,Eukaryota,Arthropoda,Hexanauplia
uniq2036,Eukaryota,Arthropoda,Hexanauplia
uniq2392,Eukaryota,Arthropoda,Hexanauplia
uniq2516,Eukaryota,Arthropoda,Hexanauplia
uniq2673,Eukaryota,Arthropoda,Hexanauplia
uniq3689,Eukaryota,Arthropoda,Hexanauplia
uniq3261,Eukaryota,Arthropoda,Hexanauplia
uniq3974,Eukaryota,Arthropoda,Hexanauplia
uniq4026,Eukaryota,Arthropoda,Hexanauplia
uniq4199,Eukaryota,Arthropoda,Hexanauplia
uniq6355,Eukaryota,Arthropoda,Hexanauplia
uniq7989,Eukaryota,Arthropoda,Hexanauplia
uniq5167,Eukaryota,Arthropoda,Hexanauplia
uniq6321,Eukaryota,Arthropoda,Hexanauplia
uniq8717,Eukaryota,Arthropoda,Hexanauplia
uniq7799,Eukaryota,Arthropoda,Hexanauplia
uniq8579,Eukaryota,Arthropoda,Hexanauplia
uniq10706,Eukaryota,Arthropoda,Hexanauplia
uniq15526,Eukaryota,Arthropoda,Hexanauplia
uniq12198,Eukaryota,Arthropoda,Hexanauplia
uniq12216,Eukaryota,Arthropoda,Hexanauplia
uniq13463,Eukaryota,Arthropoda,Hexanauplia
uniq13582,Eukaryota,Arthropoda,Hexanauplia
uniq15094,Eukaryota,Arthropoda,Hexanauplia
uniq16704,Eukaryota,Arthropoda,Hexanauplia
uniq17985,Eukaryota,Arthropoda,Hexanauplia
uniq19676,Eukaryota,Arthropoda,Hexanauplia
uniq24334,Eukaryota,Arthropoda,Hexanauplia
uniq25974,Eukaryota,Arthropoda,Hexanauplia
uniq26019,Eukaryota,Arthropoda,Hexanauplia
uniq26514,Eukaryota,Arthropoda,Hexanauplia
uniq28701,Eukaryota,Arthropoda,Hexanauplia
uniq30384,Eukaryota,Arthropoda,Hexanauplia
uniq33889,Eukaryota,Arthropoda,Hexanauplia
uniq34546,Eukaryota,Arthropoda,Hexanauplia
uniq34783,Eukaryota,Arthropoda,Hexanauplia
uniq38155,Eukaryota,Arthropoda,Hexanauplia
uniq38287,Eukaryota,Arthropoda,Hexanauplia
uniq40119,Eukaryota,Arthropoda,Hexanauplia
uniq40122,Eukaryota,Arthropoda,Hexanauplia
uniq41574,Eukaryota,Arthropoda,Hexanauplia
uniq43831,Eukaryota,Arthropoda,Hexanauplia
uniq47245,Eukaryota,Arthropoda,Hexanauplia
uniq52310,Eukaryota,Arthropoda,Hexanauplia
uniq8240,Eukaryota,Arthropoda,Hexanauplia
uniq435,Eukaryota,Arthropoda,Hexanauplia
uniq1016,Eukaryota,Arthropoda,Hexanauplia
uniq13348,Eukaryota,Arthropoda,Hexanauplia
uniq47346,Eukaryota,Arthropoda,Hexanauplia
uniq593,Eukaryota,Arthropoda,Hexanauplia
uniq2658,Eukaryota,Arthropoda,Hexanauplia
uniq28587,Eukaryota,Arthropoda,Hexanauplia
uniq45240,Eukaryota,Arthropoda,Hexanauplia
uniq6591,Eukaryota,Arthropoda,Hexanauplia
uniq9823,Eukaryota,Arthropoda,Hexanauplia
uniq10689,Eukaryota,Arthropoda,Hexanauplia
uniq625,Eukaryota,Arthropoda,Hexanauplia
uniq1287,Eukaryota,Arthropoda,Hexanauplia
uniq3923,Eukaryota,Arthropoda,Hexanauplia
uniq9955,Eukaryota,Arthropoda,Hexanauplia
uniq10030,Eukaryota,Arthropoda,Hexanauplia
uniq12598,Eukaryota,Arthropoda,Hexanauplia
uniq14767,Eukaryota,Arthropoda,Hexanauplia
uniq15997,Eukaryota,Arthropoda,Hexanauplia
uniq24,Eukaryota,Arthropoda,Hexanauplia
uniq62,Eukaryota,Arthropoda,Hexanauplia
uniq63,Eukaryota,Arthropoda,Hexanauplia
uniq66,Eukaryota,Arthropoda,Hexanauplia
uniq101,Eukaryota,Arthropoda,Hexanauplia
uniq174,Eukaryota,Arthropoda,Hexanauplia
uniq261,Eukaryota,Arthropoda,Hexanauplia
uniq290,Eukaryota,Arthropoda,Hexanauplia
uniq493,Eukaryota,Arthropoda,Hexanauplia
uniq622,Eukaryota,Arthropoda,Hexanauplia
uniq881,Eukaryota,Arthropoda,Hexanauplia
uniq1299,Eukaryota,Arthropoda,Hexanauplia
uniq732,Eukaryota,Arthropoda,Hexanauplia
uniq756,Eukaryota,Arthropoda,Hexanauplia
uniq786,Eukaryota,Arthropoda,Hexanauplia
uniq862,Eukaryota,Arthropoda,Hexanauplia
uniq993,Eukaryota,Arthropoda,Hexanauplia
uniq2280,Eukaryota,Arthropoda,Hexanauplia
uniq1335,Eukaryota,Arthropoda,Hexanauplia
uniq1721,Eukaryota,Arthropoda,Hexanauplia
uniq2175,Eukaryota,Arthropoda,Hexanauplia
uniq2231,Eukaryota,Arthropoda,Hexanauplia
uniq2741,Eukaryota,Arthropoda,Hexanauplia
uniq3409,Eukaryota,Arthropoda,Hexanauplia
uniq3473,Eukaryota,Arthropoda,Hexanauplia
