uniq,taxonomy
uniq1652,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Enoplometopidae_288644,g:Enoplometopus_288645,s:Enoplometopus"
uniq290,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Grapsidae_39556,s:Grapsidae"
uniq247,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Luciferidae_111523,g:Lucifer_117980,s:Lucifer"
uniq573,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Ocypodidae_6770,g:Gelasimus_1239990,s:Gelasimus"
uniq4392,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Ocypodidae_6770,g:Gelasimus_1239990,s:Gelasimus"
uniq2986,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palaemonidae_6695,g:Cuapetes_1028119,s:Cuapetes"
uniq14740,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palaemonidae_6695,g:Hamodactylus_1296385,s:Hamodactylus"
uniq22207,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palaemonidae_6695,g:Paranchistus_1616701,s:Paranchistus"
uniq3086,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palaemonidae_6695,g:Periclimenes_294135,s:Periclimenes"
uniq15094,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palaemonidae_6695,g:Typton_1450322,s:Typton"
uniq23892,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palaemonidae_6695,g:Typton_1450322,s:Typton"
uniq1830,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palinuridae_6731,g:Panulirus_6734,s:Panulirus"
uniq20152,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palinuridae_6731,g:Panulirus_6734,s:Panulirus"
uniq20992,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palinuridae_6731,g:Panulirus_6734,s:Panulirus"
uniq26620,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palinuridae_6731,g:Panulirus_6734,s:Panulirus"
uniq27371,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Palinuridae_6731,g:Panulirus_6734,s:Panulirus"
uniq3273,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Penaeidae_6685,g:Megokris_290899,s:Megokris"
uniq27264,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Penaeidae_6685,g:Metapenaeopsis_84686,s:Metapenaeopsis"
uniq27633,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Penaeidae_6685,g:Metapenaeopsis_84686,s:Metapenaeopsis"
uniq3448,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Penaeidae_6685,g:Penaeus_133894,s:Penaeus"
uniq20590,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Porcellanidae_84660,g:Petrolisthes_84661,s:Petrolisthes"
uniq1995,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757"
uniq762,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Carupa_557255,s:Carupa"
uniq3586,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Charybdis_65692,s:Charybdis"
uniq8974,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Charybdis_65692,s:Charybdis"
uniq12770,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Charybdis_65692,s:Charybdis"
uniq924,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Lupocyclus_600342,s:Lupocyclus"
uniq20649,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Podophthalmus_557258,s:Podophthalmus"
uniq2761,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Portunus_80835,s:Portunus"
uniq5776,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Portunus_80835,s:Portunus"
uniq272,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq1005,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq1366,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq1517,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq5616,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq2360,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq2971,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq3479,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq4374,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq5664,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq6047,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq12659,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq14541,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq18336,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq22753,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq24704,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq25337,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita"
uniq12212,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamitoides_600347,s:Thalamitoides"
uniq22429,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,s:Portunidae"
uniq1203,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Rhynchocinetidae_516945,g:Cinetorhynchus_576196,s:Cinetorhynchus"
uniq11847,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Rhynchocinetidae_516945,g:Rhynchocinetes_516931,s:Rhynchocinetes"
uniq11913,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755"
uniq22465,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755"
uniq27545,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755"
uniq4174,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,g:Scyllarides_59762,s:Scyllarides"
uniq8597,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,g:Scyllarides_59762,s:Scyllarides"
uniq14419,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,g:Scyllarides_59762,s:Scyllarides"
uniq15393,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,g:Scyllarides_59762,s:Scyllarides"
uniq19191,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,g:Scyllarides_59762,s:Scyllarides"
uniq20470,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,g:Scyllarides_59762,s:Scyllarides"
uniq223,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,s:Scyllaridae"
uniq2757,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,s:Scyllaridae"
uniq10075,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Sicyoniidae_64463,g:Sicyonia_64464,s:Sicyonia"
uniq20944,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Solenoceridae_84683"
uniq1778,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Trapeziidae_84663,g:Trapezia_84664,s:Trapezia"
uniq17440,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Trapeziidae_84663,g:Trapezia_84664,s:Trapezia"
uniq1260,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Upogebiidae_177245,g:Gebiacantha_576651,s:Gebiacantha"
uniq15509,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Upogebiidae_177245,g:Gebiacantha_576651,s:Gebiacantha"
uniq25414,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Upogebiidae_177245,g:Gebiacantha_576651,s:Gebiacantha"
uniq6683,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779"
uniq2064,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq1187,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq3697,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq3902,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq5294,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq6560,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq7126,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq12981,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq14835,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq17388,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq18673,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq20159,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq22024,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq26370,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus"
uniq3216,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Liocarpilodes_652886,s:Liocarpilodes"
uniq19052,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Paractaea_689443,s:Paractaea"
uniq7879,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Paramedaeus_903766,s:Paramedaeus"
uniq10338,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Pilodius_652902,s:Pilodius"
uniq11792,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Sulcodius_903790,s:Sulcodius"
uniq1602,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,s:Xanthidae"
uniq4012,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,s:Xanthidae"
uniq7231,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,s:Xanthidae"
uniq10117,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Anomura"
uniq11499,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Anomura"
uniq15398,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Anomura"
uniq17802,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Anomura"
uniq18018,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Anomura"
uniq19637,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Anomura"
uniq616,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq1164,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq1184,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq2667,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq1473,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq7236,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq9102,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq10354,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq10720,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq14742,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq19998,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Brachyura"
uniq450,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq1283,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq594,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq531,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq812,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq1360,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq2434,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq3398,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq4116,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq4148,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq4548,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq4842,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq5839,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq5981,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq6017,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq6397,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq6603,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq6869,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq7029,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq13208,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq8375,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq10138,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq9490,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq15061,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq15588,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq16966,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq17680,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq18746,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq20774,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq20892,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq22093,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq23878,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq25779,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq27260,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Caridea"
uniq614,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,s:Decapoda"
uniq1214,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Stomatopoda_75390,s:Squilloidea"
uniq14586,"k:Eukaryota_2759,p:Arthropoda_6656,s:Arthropoda"
uniq753,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq1425,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq1642,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq2211,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq3794,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq4617,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq9420,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq15423,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq16780,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq20678,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq25538,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq26486,"k:Eukaryota_2759,p:Chaetognatha_10229"
uniq1807,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512"
uniq4248,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512"
uniq5337,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512"
uniq7829,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512"
uniq8867,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512"
uniq25257,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512"
uniq27434,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512"
uniq304,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq332,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq371,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq602,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq1051,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq748,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq1471,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq1293,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq1382,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq1666,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq2518,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq2976,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq3496,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq3657,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq4531,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq4542,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq5179,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq5303,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq6215,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq9509,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq9749,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq10593,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq11971,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq12574,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq13466,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq14454,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq16531,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
uniq17304,"k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753"
