uniq,kingdom,phylum,class,order,family,genus,species
uniq9829,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq9255,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq10333,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq16512,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq21842,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq18056,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq20222,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq26551,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq29514,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq30406,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq37339,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamita_278211,s:Thalamita",,,
uniq2206,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thalamitoides_600347,s:Thalamitoides",,,
uniq12716,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,g:Thranita_2848404,s:Thranita",,,
uniq4108,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Portunidae_6757,s:Portunidae",,,
uniq15465,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Processidae_342620,g:Nikoides_576221,s:Nikoides",,,
uniq22840,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Rhynchocinetidae_516945,g:Rhynchocinetes_516931,s:Rhynchocinetes",,,
uniq8628,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,g:Parribacus_196016,s:Parribacus",,,
uniq20690,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Scyllaridae_59755,g:Parribacus_196016,s:Parribacus",,,
uniq4023,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Trapeziidae_84663,g:Trapezia_84664,s:Trapezia",,,
uniq7480,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Trapeziidae_84663,g:Trapezia_84664,s:Trapezia",,,
uniq5127,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Trapeziidae_84663,g:Trapezia_84664,s:Trapezia",,,
uniq7049,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Trapeziidae_84663,g:Trapezia_84664,s:Trapezia",,,
uniq16565,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Trapeziidae_84663,g:Trapezia_84664,s:Trapezia",,,
uniq47120,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779",,,
uniq386,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq5543,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq5703,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq6638,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq7524,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq8591,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq11152,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq12631,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq16385,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq16541,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq25801,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq32890,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq43591,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Etisus_689429,s:Etisus",,,
uniq310,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Liocarpilodes_652886,s:Liocarpilodes",,,
uniq23437,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Liocarpilodes_652886,s:Liocarpilodes",,,
uniq37338,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Liocarpilodes_652886,s:Liocarpilodes",,,
uniq921,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Liomera_205351,s:Liomera",,,
uniq10993,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Metaxanthops_903748,s:Metaxanthops",,,
uniq16316,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Metaxanthops_903748,s:Metaxanthops",,,
uniq14259,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Olenothus_903764,s:Olenothus",,,
uniq513,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,g:Pilodius_652902,s:Pilodius",,,
uniq2880,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,s:Xanthidae",,,
uniq4884,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,s:Xanthidae",,,
uniq5958,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,s:Xanthidae",,,
uniq41769,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,f:Xanthidae_6779,s:Xanthidae",,,
uniq4428,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Anomura",,,
uniq239,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq338,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq385,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq433,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq890,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq985,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq1418,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq2788,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq2796,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq2506,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq5655,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq15059,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq11343,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq12188,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq12490,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq17164,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq17313,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq37198,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq47531,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq51727,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Brachyura",,,
uniq2539,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq867,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq1168,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq2302,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq1479,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq1921,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq2426,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq3801,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq5531,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq9890,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq7050,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq8439,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq10964,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq12146,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq14389,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq15863,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq18380,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq22235,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq27808,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq29068,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq30514,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq36429,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq36550,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq39596,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq42094,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq44973,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq48148,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq49194,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq51859,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Caridea",,,
uniq2274,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Decapoda",,,
uniq2552,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Decapoda",,,
uniq23327,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Decapoda",,,
uniq47440,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Decapoda_6683,s:Decapoda",,,
uniq52060,Eukaryota,Arthropoda,Malacostraca,"Malacostraca_6681,o:Stomatopoda_75390,f:Pseudosquillidae_120880,g:Pseudosquillana_870578,s:Pseudosquillana",,,
uniq1258,Eukaryota,Arthropoda,Ostracoda,"Ostracoda_6670,o:Halocyprida_178836,f:Halocyprididae_178838,g:Proceroecia_702426,s:Proceroecia",,,
uniq9937,Eukaryota,Arthropoda,Arthropoda,"Arthropoda_6656,s:Arthropoda",,,
uniq16359,Eukaryota,Brachiopoda,Rhynchonellata,"Rhynchonellata,o:Terebratulida,f:Terebratulidae,g:Gryphus,s:davidsoni",,,
uniq543,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq3666,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq3641,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq2730,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq3326,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq3448,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq3861,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq4613,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq5957,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq10032,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq12287,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq15373,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq17424,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq27066,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq40925,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq48034,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq51555,Eukaryota,Chaetognatha,Chaetognatha,Chaetognatha_10229,,,
uniq6097,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512",,,
uniq42810,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512",,,
uniq90,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq99,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq171,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq488,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq606,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq527,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq536,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq720,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq808,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq895,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1298,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1300,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1377,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1397,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1579,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1665,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1746,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1769,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq1912,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq2352,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq2607,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq2639,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq2667,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq3050,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq3107,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq3133,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq3168,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq3266,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4132,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4268,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4259,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4267,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4363,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4467,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4490,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq5486,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4728,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq5425,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq4816,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq6943,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq5525,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq6238,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq6432,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq6445,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq6644,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq6868,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq6944,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq8605,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq8417,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq7465,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq7520,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq7567,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq7820,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq7880,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq8106,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq11115,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq8643,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq8706,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq8714,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq8750,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq9108,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq9855,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq9872,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq10479,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq11383,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq15890,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq11626,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq12770,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq15830,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq12866,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq13146,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq13429,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq14519,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq14598,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
uniq15510,Eukaryota,Chaetognatha,Sagittoidea,"Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753",,,
