uniq,kingdom,phylum,class,order,family,genus,species
uniq11431,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus",,,
uniq32420,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Nemipterus_119724,s:Nemipterus",,,
uniq9548,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Scolopsis_119745,s:Scolopsis",,,
uniq29643,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Scolopsis_119745,s:Scolopsis",,,
uniq18610,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Syngnathiformes_129912,f:Callionymidae_30908,g:Callionymus_34784,s:Callionymus",,,
uniq1012,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Syngnathiformes_129912,f:Callionymidae_30908,g:Diplogrammus_1003947,s:Diplogrammus",,,
uniq15803,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Syngnathiformes_129912,f:Callionymidae_30908,s:Callionymidae",,,
uniq813,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Syngnathiformes_129912,f:Centriscidae_206122,g:Centriscus_588784,s:Centriscus",,,
uniq7655,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854",,,
uniq2666,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Tetraodontiformes_31022,f:Balistidae_31024",,,
uniq3537,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Tetraodontiformes_31022,f:Monacanthidae_143346,g:Pervagor_392924,s:Pervagor",,,
uniq265,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Tetraodontiformes_31022,f:Ostraciidae_31025,g:Ostracion_94238,s:Ostracion",,,
uniq181,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Uranoscopiformes_1489926,f:Pinguipedidae_206137,g:Parapercis_215380,s:Parapercis",,,
uniq1552,Eukaryota,Chordata,Actinopteri,"Actinopteri_186623,o:Uranoscopiformes_1489926,f:Pinguipedidae_206137,g:Parapercis_215380,s:Parapercis",,,
uniq40029,Eukaryota,Chordata,Ascidiacea,"Ascidiacea_7713,o:Phlebobranchia_7716,f:Ascidiidae_30274,g:Ascidia_30275,s:Ascidia",,,
uniq20756,Eukaryota,Chordata,Leptocardii,"Leptocardii_2682552,o:Amphioxiformes_2682553,f:Branchiostomidae_7736,g:Asymmetron_355595,s:Asymmetron",,,
uniq29660,Eukaryota,Chordata,Mammalia,"Mammalia_40674,o:Primates_9443,f:Hominidae_9604,g:Homo_9605,s:Homo",,,
uniq1365,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq3364,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq3328,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq3710,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq4103,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq6165,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq27854,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq11027,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq37521,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq46353,Eukaryota,Cnidaria,Cnidaria,Cnidaria_6073,,,
uniq80,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq286,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq736,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq898,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq3000,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq7345,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq13715,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq11649,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq12302,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq16181,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq29580,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq18956,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq20024,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq32794,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103",,,
uniq529,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103,f:Boloceroididae_51819,g:Boloceroides_51820,s:Boloceroides",,,
uniq4497,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103,f:Edwardsiidae_45349,g:Edwardsia_51817,s:Edwardsia",,,
uniq7755,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103,f:Edwardsiidae_45349,g:Edwardsia_51817,s:Edwardsia",,,
uniq13677,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103,f:Edwardsiidae_45349,g:Edwardsia_51817,s:Edwardsia",,,
uniq35248,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103,f:Edwardsiidae_45349,g:Edwardsia_51817,s:Edwardsia",,,
uniq48387,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103,f:Edwardsiidae_45349,g:Edwardsianthus_478397,s:Edwardsianthus",,,
uniq31643,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Actiniaria_6103,f:Sagartiidae_227527",,,
uniq3055,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677",,,
uniq5341,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677",,,
uniq8448,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677",,,
uniq14628,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677",,,
uniq12723,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678",,,
uniq167,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Cladiella_205093,s:Cladiella",,,
uniq32366,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Klyxum_206345,s:Klyxum",,,
uniq12127,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Lobophytum_205095,s:Lobophytum",,,
uniq5321,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Sarcophyton_51812,s:Sarcophyton",,,
uniq5935,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Sarcophyton_51812,s:Sarcophyton",,,
uniq14661,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Sarcophyton_51812,s:Sarcophyton",,,
uniq5479,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Sinularia_51814,s:Sinularia",,,
uniq9849,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Sinularia_51814,s:Sinularia",,,
uniq15058,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Clavulariidae_86519,g:Carijoa_360971,s:Carijoa",,,
uniq24710,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Melithaeidae_86552",,,
uniq12020,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Nephtheidae_51108",,,
uniq19305,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Nephtheidae_51108",,,
uniq4572,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Alcyonacea_40677,f:Nephtheidae_51108,g:Paralemnalia_361004,s:Paralemnalia",,,
uniq5471,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Ceriantharia_37512,f:Cerianthidae_37513,s:Cerianthidae",,,
uniq10327,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Ceriantharia_37512,f:Cerianthidae_37513,s:Cerianthidae",,,
uniq13219,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Ceriantharia_37512,f:Cerianthidae_37513,s:Cerianthidae",,,
uniq10988,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125",,,
uniq21451,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125",,,
uniq39650,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125",,,
uniq30383,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Agariciidae_46724",,,
uniq18858,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Agariciidae_46724,g:Pachyseris_465078,s:Pachyseris",,,
uniq14481,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Euphylliidae_1328290,g:Galaxea_46744,s:Galaxea",,,
uniq27257,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Fungiidae_46711",,,
uniq36877,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Fungiidae_46711,g:Lithophyllon_486197,s:Lithophyllon",,,
uniq1547,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Merulinidae_46736",,,
uniq2724,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Merulinidae_46736",,,
uniq7513,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Merulinidae_46736",,,
uniq41891,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Merulinidae_46736",,,
uniq648,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Oulastreidae_2653791,g:Oulastrea_154328,s:Oulastrea",,,
uniq1106,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Pocilloporidae_46729,g:Pocillopora_46730,s:Pocillopora",,,
uniq3708,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Scleractinia_6125,f:Poritidae_46718,g:Porites_46719,s:Porites",,,
uniq43736,Eukaryota,Cnidaria,Anthozoa,"Anthozoa_6101,o:Zoantharia_44927,f:Nanozoanthidae_1416930,g:Nanozoanthus_1416931,s:Nanozoanthus",,,
uniq6289,Eukaryota,Cnidaria,Hydrozoa,Hydrozoa_6074,,,
uniq48576,Eukaryota,Cnidaria,Hydrozoa,Hydrozoa_6074,,,
uniq48640,Eukaryota,Cnidaria,Hydrozoa,Hydrozoa_6074,,,
uniq50762,Eukaryota,Cnidaria,Hydrozoa,Hydrozoa_6074,,,
uniq33786,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Cladocorynidae_264069,g:Pteroclava_1789749,s:Pteroclava",,,
uniq51671,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Cladocorynidae_264069,g:Pteroclava_1789749,s:Pteroclava",,,
uniq8256,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Hydrichthyidae_498537,g:Hydrichthys_498542,s:Hydrichthys",,,
uniq23860,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Milleporidae_51116,g:Millepora_51117,s:Millepora",,,
uniq29294,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Milleporidae_51116,g:Millepora_51117,s:Millepora",,,
uniq36382,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Milleporidae_51116,g:Millepora_51117,s:Millepora",,,
uniq21665,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Oceaniidae_367915,g:Turritopsis_308578,s:Turritopsis",,,
uniq44843,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Oceaniidae_367915,g:Turritopsis_308578,s:Turritopsis",,,
uniq44790,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Pennariidae_264066,g:Pennaria_264067,s:Pennaria",,,
uniq23938,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Sphaerocorynidae_576773,g:Sphaerocoryne_662086,s:Sphaerocoryne",,,
uniq11754,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Tubulariidae_37517,g:Ectopleura_264051,s:Ectopleura",,,
uniq4089,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Zancleidae_264062,g:Zanclea_264063,s:Zanclea",,,
uniq10922,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Zancleidae_264062,g:Zanclea_264063,s:Zanclea",,,
uniq20525,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Zancleidae_264062,g:Zanclea_264063,s:Zanclea",,,
uniq22833,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Zancleidae_264062,g:Zanclea_264063,s:Zanclea",,,
uniq40685,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Anthoathecata_406427,f:Zancleidae_264062,g:Zanclea_264063,s:Zanclea",,,
uniq825,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008",,,
uniq6400,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008",,,
uniq6812,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008",,,
uniq40773,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008",,,
uniq42662,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008",,,
uniq11211,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Aequoreidae_128126,g:Aequorea_6099,s:Aequorea",,,
uniq15131,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Aequoreidae_128126,g:Aequorea_6099,s:Aequorea",,,
uniq15387,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Aequoreidae_128126,g:Aequorea_6099,s:Aequorea",,,
uniq43708,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Aequoreidae_128126,g:Aequorea_6099,s:Aequorea",,,
uniq15565,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Campanulariidae_27800,g:Campanularia_314506,s:Campanularia",,,
uniq2910,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Clytiidae_2750048,g:Clytia_13436,s:Clytia",,,
uniq3609,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Clytiidae_2750048,g:Clytia_13436,s:Clytia",,,
uniq5238,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Clytiidae_2750048,g:Clytia_13436,s:Clytia",,,
uniq7341,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Clytiidae_2750048,g:Clytia_13436,s:Clytia",,,
uniq15305,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Clytiidae_2750048,g:Clytia_13436,s:Clytia",,,
uniq19901,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Clytiidae_2750048,g:Clytia_13436,s:Clytia",,,
uniq26439,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Clytiidae_2750048,g:Clytia_13436,s:Clytia",,,
uniq33514,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Clytiidae_2750048,g:Clytia_13436,s:Clytia",,,
uniq1144,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Halopterididae_308575,g:Halopteris_308576,s:Halopteris",,,
uniq29871,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Halopterididae_308575,g:Halopteris_308576,s:Halopteris",,,
uniq876,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Laodiceidae_168747,g:Laodicea_662011,s:Laodicea",,,
uniq3373,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Leptothecata_500008,f:Laodiceidae_168747,g:Laodicea_662011,s:Laodicea",,,
uniq20788,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Abylidae_316207,g:Abylopsis_316208,s:Abylopsis",,,
uniq737,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Agalmatidae_168757",,,
uniq3146,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Agalmatidae_168757",,,
uniq22548,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754",,,
uniq555,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Diphyes_316176,s:Diphyes",,,
uniq2505,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Diphyes_316176,s:Diphyes",,,
uniq41300,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Diphyes_316176,s:Diphyes",,,
uniq1219,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:Lensia",,,
uniq1953,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:Lensia",,,
uniq22947,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:Lensia",,,
uniq29608,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:Lensia",,,
uniq42952,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:Lensia",,,
uniq43372,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:Lensia",,,
uniq11209,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq14123,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq17497,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq29160,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq31684,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq33164,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq3750,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq43540,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq7698,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Diphyidae_168754,g:Lensia_316225,s:subtiloides",,,
uniq473,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Sphaeronectidae_168790,g:Sphaeronectes_168791,s:Sphaeronectes",,,
uniq5039,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Siphonophorae_42759,f:Sphaeronectidae_168790,g:Sphaeronectes_168791,s:Sphaeronectes",,,
uniq512,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq698,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq4200,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq7898,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq10708,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq9945,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq23214,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq28532,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq31017,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq36352,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq40463,Eukaryota,Cnidaria,Hydrozoa,"Hydrozoa_6074,o:Trachymedusae_43183,f:Geryoniidae_37522,g:Liriope_37523,s:Liriope",,,
uniq7231,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Coronatae_86058,f:Linuchidae_880249,g:Linuche_880231,s:Linuche",,,
uniq29126,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Coronatae_86058,f:Linuchidae_880249,g:Linuche_880231,s:Linuche",,,
uniq6624,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Rhizostomeae_37535,f:Cassiopeidae_37536,g:Cassiopea_12992,s:Cassiopea",,,
uniq454,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq3957,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq4468,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq5798,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq9977,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq6748,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq8272,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq9637,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq14348,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq22660,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq22698,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq25582,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq27345,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq28270,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq32753,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq34340,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
uniq39950,Eukaryota,Cnidaria,Scyphozoa,"Scyphozoa_6142,o:Semaeostomeae_6143,f:Ulmaridae_37526,g:Aurelia_6144,s:Aurelia",,,
