uniq212	k:Eukaryota_2759(1.00),p:Arthropoda_6656(1.00),c:Hexanauplia_72037(1.00),o:Calanoida_6833(1.00),f:Calocalanidae_749174(1.00),g:Calocalanus_749175(1.00),s:Calocalanus(1.00)	+	k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Calocalanidae_749174,g:Calocalanus_749175,s:Calocalanus
uniq132	k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Perciformes_8111(1.00),f:Serranidae_30871(1.00),g:Epinephelus_94231(1.00),s:Epinephelus(1.00)	+	k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Perciformes_8111,f:Serranidae_30871,g:Epinephelus_94231,s:Epinephelus
uniq276				
uniq168				
uniq136	k:Eukaryota_2759(1.00),p:Arthropoda_6656(1.00),c:Hexanauplia_72037(1.00),o:Poecilostomatoida_84310(1.00),f:Corycaeidae_749182(1.00),g:Farranula_1124503(1.00),s:Farranula(1.00)	+	k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Corycaeidae_749182,g:Farranula_1124503,s:Farranula
uniq142	k:Eukaryota_2759(1.00),p:Chordata_7711(0.48),c:Aves_8782(0.27),o:Passeriformes_9126(0.17),f:Estrildidae_37611(0.01),g:Lonchura_40156(0.01),s:Lonchura(0.01)	+	k:Eukaryota_2759
uniq190	k:Eukaryota_2759(1.00),p:Arthropoda_6656(0.96),c:Hexanauplia_72037(0.52),o:Calanoida_6833(0.50),f:Calanidae_6835(0.15),g:Undinula_184746(0.14),s:Undinula(0.14)	+	k:Eukaryota_2759
uniq1308	k:Eukaryota_2759(1.00),p:Arthropoda_6656(0.93),c:Insecta_50557(0.69),o:Diptera_7147(0.38),f:Drosophilidae_7214(0.07),g:Scaptomyza_7298(0.01),s:Scaptomyza(0.01)	+	k:Eukaryota_2759
uniq141	k:Eukaryota_2759(1.00),p:Rhodophyta_2763(0.93),c:Florideophyceae_2806(0.93),o:Gigartinales_28017(0.76),f:Hypneaceae_31427(0.41),g:Hypnea_31428(0.41),s:Hypnea(0.41)	+	k:Eukaryota_2759
uniq143				
uniq148				
uniq150				
uniq1009	k:Eukaryota_2759(1.00),p:Mollusca_6447(0.53),c:Gastropoda_6448(0.49),s:Gastropoda(0.28)	+	k:Eukaryota_2759
uniq260				
uniq149	k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Labriformes_1489928(1.00),f:Labridae_8247(1.00),g:Scarus_59660(1.00),s:Scarus(1.00)	+	k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus
uniq180				
uniq272	k:Eukaryota_2759(1.00),p:Sipuncula_6433(0.48),o:Golfingiida_792580(0.48),f:Sipunculidae_6440(0.48),g:Sipunculus_6445(0.48),s:Sipunculus(0.48)	+	k:Eukaryota_2759
uniq155	k:Eukaryota_2759(1.00),p:Mollusca_6447(0.76),c:Gastropoda_6448(0.74),o:Littorinimorpha_216294(0.70),f:Vermetidae_69691(0.68),g:Dendropoma_169303(0.68),s:Dendropoma(0.68)	+	k:Eukaryota_2759
uniq157	k:Eukaryota_2759(1.00),p:Arthropoda_6656(1.00),c:Insecta_50557(1.00),o:Lepidoptera_7088(1.00),f:Lycaenidae_27544(1.00),g:Agriades_1233221(1.00),s:Agriades(1.00)	+	k:Eukaryota_2759,p:Arthropoda_6656,c:Insecta_50557,o:Lepidoptera_7088,f:Lycaenidae_27544,g:Agriades_1233221,s:Agriades
uniq160	k:Eukaryota_2759(1.00),p:Chaetognatha_10229(1.00),c:Sagittoidea_1421718(1.00),o:Aphragmophora_33512(1.00),f:Sagittidae_34753(1.00),g:Sagitta_10230(1.00),s:Sagitta(1.00)	+	k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753,g:Sagitta_10230,s:Sagitta
uniq163	k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Blenniiformes_1489921(1.00),f:Blenniidae_56718(1.00),g:Cirripectes_703910(1.00),s:Cirripectes(1.00)	+	k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Blenniiformes_1489921,f:Blenniidae_56718,g:Cirripectes_703910,s:Cirripectes
uniq164	k:Eukaryota_2759(1.00),p:Chaetognatha_10229(1.00),c:Sagittoidea_1421718(1.00),o:Aphragmophora_33512(1.00),f:Sagittidae_34753(1.00),g:Sagitta_10230(1.00),s:Sagitta(1.00)	+	k:Eukaryota_2759,p:Chaetognatha_10229,c:Sagittoidea_1421718,o:Aphragmophora_33512,f:Sagittidae_34753,g:Sagitta_10230,s:Sagitta
uniq161	k:Eukaryota_2759(1.00),p:Cnidaria_6073(0.83),c:Hydrozoa_6074(0.80),o:Siphonophorae_42759(0.07),f:Physophoridae_168777(0.01),g:Physophora_168778(0.01),s:Physophora(0.01)	+	k:Eukaryota_2759
uniq205				
uniq340				
uniq219				
